CustomerID;Gender;DOB;District;ZIP;StreetID
760267;M;01/01/1900;5;3520;38191
782497;F;01/01/1900;1;2400;20425
673031;M;02/05/1943;1;2200;15742
671995;M;30/01/1969;1;2930;28929
202650;;01/01/1900;5;3920;46892
97160;;01/01/1900;5;3690;43424
649347;M;01/01/1900;1;2275;17757
123798;;01/01/1900;5;3680;43030
91226;;01/01/1900;5;3630;41745
106861;M;01/01/1900;5;3910;46269
593217;M;02/02/1964;5;3742;44654
664959;M;12/10/1931;1;2100;14606
915936;M;26/04/1936;1;2275;17641
760914;M;01/08/1922;1;2220;15992
104880;;01/01/1900;5;3870;45805
478304;F;01/01/1900;5;3740;44538
216656;M;23/04/1933;5;3540;38757
648354;M;30/01/1940;1;2910;28567
82075;M;15/09/1953;5;3540;38747
580611;M;11/02/1961;1;2490;22158
915486;F;01/01/1900;5;3545;38827
94638;M;01/01/1900;5;3670;43012
669301;M;01/01/1900;1;2547;23398
96490;M;01/01/1900;5;3680;43039
703931;;25/10/1962;1;2430;20877
85478;F;01/01/1900;5;3570;39684
657219;M;02/03/1943;1;2640;25265
680201;M;29/01/1937;1;2970;30132
260099;M;01/01/1900;1;2480;22060
88747;M;01/01/1900;5;3600;40708
660436;M;28/12/1953;7;9200;70985
83231;M;28/05/1938;5;3550;39066
83274;;01/01/1900;5;3550;39038
677725;M;05/08/1962;1;2490;22360
294795;M;01/01/1900;5;3530;38587
364092;M;01/01/1900;5;3945;47403
787486;M;01/01/1900;5;3920;46901
98130;;01/01/1900;5;3700;43795
293003;;01/01/1900;1;2440;21374
168967;;01/01/1900;5;3840;45677
109862;;01/01/1900;5;3950;47480
80648;M;01/01/1900;5;3520;38298
686131;M;23/01/1969;1;2820;26693
497381;M;28/07/1944;5;3540;38653
106579;;01/01/1900;5;3910;46455
673104;M;14/07/1933;1;2930;29059
260247;F;07/03/1941;1;2460;21700
494693;M;01/01/1900;5;3690;43444
129450;M;01/01/1900;5;3980;48116
79460;M;10/10/1944;5;3511;38022
785255;M;14/12/1967;1;2290;18084
239139;F;06/05/1930;5;3640;42078
668567;M;06/11/1942;1;2920;28665
73887;M;01/01/1900;2;3130;33708
143413;F;01/01/1900;1;2300;18427
677893;M;21/03/1936;1;2550;23630
761505;M;21/08/1962;7;9160;69893
884459;M;27/10/1975;1;2070;14415
737598;M;10/01/1932;1;2547;23404
953172;M;28/11/1931;5;3770;44688
980062;F;01/01/1900;1;2150;15068
138511;F;22/09/1978;1;2900;28248
947564;M;03/02/1957;1;2150;15075
80273;M;01/01/1900;5;3520;38209
141334;F;17/01/1965;1;2450;21492
134891;F;18/10/1947;1;2440;20973
682262;M;25/06/1933;1;2930;29047
110330;M;01/01/1900;5;3910;46275
98078;;01/01/1900;5;3700;43930
65149;M;01/01/1900;2;3290;35442
898758;F;25/12/1922;1;2000;13037
843481;F;15/01/1951;5;3990;48426
36862;M;24/10/1977;5;3670;42950
232015;M;01/01/1900;5;3990;48344
921818;M;08/09/1953;5;3980;48216
752871;M;04/05/1946;5;3680;43259
1124359;F;01/01/1900;5;3511;37978
65658;M;01/01/1900;5;3770;44745
294720;M;05/12/1961;5;3770;44714
655449;F;17/05/1942;1;2930;29029
126156;;01/01/1900;5;3742;44651
647500;M;07/11/1934;1;2387;20060
113338;M;27/01/1926;5;3990;48499
683693;M;12/09/1938;1;2360;19600
852612;M;01/01/1900;1;2490;22227
130693;M;01/01/1900;5;3740;133929
672495;M;01/06/1925;1;2400;20406
667858;M;01/01/1900;1;2150;15061
662608;M;23/02/1952;1;2110;14811
124888;;01/01/1900;5;3690;43491
888696;F;07/11/1963;1;2160;15095
652684;M;27/10/1945;1;2520;22799
494173;M;01/01/1900;5;3770;44740
801022;F;27/01/1937;1;2400;20382
665568;F;01/01/1900;1;2480;22059
505285;M;01/01/1900;7;9170;70325
681051;M;01/01/1900;1;2400;20509
855111;F;15/10/1970;1;2920;28887
458123;M;02/02/1953;1;2220;16037
795758;M;17/12/1930;5;3630;41900
49396;M;01/01/1900;1;2470;21833
596637;M;25/08/1962;1;2220;16015
679190;F;13/12/1940;1;2290;18040
67962;M;01/01/1900;5;3960;47791
72290;M;03/10/1943;5;3920;46481
78633;M;01/01/1900;5;3510;37868
978465;F;01/01/1900;1;2920;28733
307229;M;08/10/1957;1;2440;20980
38857;M;01/01/1900;5;3631;42044
894326;M;27/04/1945;7;9120;69030
67278;;01/01/1900;5;3530;38404
78719;M;01/01/1900;5;3510;37891
61494;M;01/01/1900;7;9120;69155
103528;;01/01/1900;5;3830;45489
911458;M;24/06/1939;5;3980;48215
275046;M;17/12/1971;1;2930;29005
185225;;01/01/1900;5;3590;40331
654570;M;13/12/1958;1;2390;20101
945043;M;22/11/1973;1;2547;23426
660979;M;01/01/1900;1;2300;18427
87584;M;10/09/1934;5;3590;40493
725848;M;11/11/1938;1;2920;28848
653093;M;12/02/1945;1;2360;19622
657046;M;05/03/1946;1;2460;21643
233091;M;01/05/1954;5;3970;47901
110455;M;01/01/1900;5;3500;37377
806897;M;01/01/1900;5;3680;43032
118543;;01/01/1900;5;3500;37463
127199;M;01/01/1900;5;3850;45719
281030;M;27/10/1939;5;3600;40922
296533;;06/04/1940;1;2530;23147
158789;M;01/01/1900;5;3550;38997
66910;M;01/01/1900;7;9120;69013
46163;F;17/03/1950;5;3511;37930
857875;M;01/01/1900;5;3512;38053
34087;M;01/01/1900;5;3511;38016
664407;M;01/01/1900;1;2960;111553
56691;M;01/01/1900;5;3640;42140
650126;M;17/12/1930;1;2360;19634
101454;M;15/02/1945;5;3770;44677
138308;M;01/01/1900;1;2440;137217
1105635;M;01/01/1900;5;3950;47610
458124;M;08/04/1944;1;2240;16727
153347;M;06/07/1968;5;3640;42283
166792;;01/01/1900;5;3550;38971
83675;M;01/01/1900;5;3550;39086
158050;;01/01/1900;5;3600;41138
85713;M;11/02/1922;5;3580;39728
672622;M;01/01/1900;1;2560;23680
663946;M;14/03/1957;1;2382;19979
125212;;01/01/1900;5;3700;43905
655659;M;26/06/1927;1;2980;30373
195474;;01/01/1900;5;3700;43779
91272;M;01/01/1900;5;3630;41812
222398;;01/01/1900;5;3500;37722
105447;M;01/01/1900;5;3900;46035
84740;M;01/01/1900;5;3560;39531
678132;M;16/12/1942;1;2910;28518
247167;M;03/10/1970;5;3570;39626
995137;M;01/01/1900;1;2500;22795
79722;F;01/01/1900;5;3512;38036
752673;M;14/04/1960;7;9140;69501
777854;M;01/08/1965;1;2180;15630
119633;;01/01/1900;5;3530;38446
681690;F;24/04/1926;2;3110;33372
287928;;01/01/1900;5;3950;47531
805680;M;01/01/1900;5;3560;39403
659214;M;01/01/1900;1;2920;28816
862454;M;29/08/1944;5;3530;38564
944612;M;01/01/1900;5;3600;40760
91106;;01/01/1900;5;3630;41968
92892;;01/01/1900;5;3640;42090
838475;F;02/03/1922;1;2170;15453
140343;M;28/11/1939;5;3511;37992
251326;M;20/02/1956;1;2321;18758
452562;M;08/08/1972;1;2460;21663
292740;M;09/10/1932;5;3665;42732
660064;F;22/02/1950;1;2260;17279
23220;F;01/01/1900;2;3290;35511
107253;M;27/12/1930;5;3920;46752
973202;M;01/01/1900;1;2320;18701
89898;M;18/06/1963;5;3600;41127
277835;F;01/01/1900;1;2320;18687
451025;;01/01/1900;5;3950;47561
879039;M;01/01/1900;5;3700;43788
135159;M;01/01/1900;5;3945;47416
674488;M;17/05/1937;1;2530;23083
307682;F;21/12/1967;1;2910;28656
746284;M;24/07/1971;1;2330;18961
681524;F;22/02/1946;1;2990;30591
831382;M;19/03/1930;1;2560;23726
339123;M;05/01/1955;1;2970;30192
108089;M;01/01/1900;5;3920;46686
925903;F;01/01/1900;5;3582;40014
647326;M;07/03/1927;1;2500;22578
925863;M;01/01/1900;5;3700;43843
775169;F;01/01/1900;1;2360;19652
672905;M;27/02/1949;1;2100;14529
761790;M;01/01/1900;2;3290;35473
108673;;01/01/1900;5;3930;47068
131369;M;01/01/1900;5;3600;40985
652799;M;26/05/1920;1;2310;18522
110977;;01/01/1900;5;3960;47831
80051;;01/01/1900;5;3520;38132
271592;M;22/12/1962;1;2870;27702
107877;;01/01/1900;5;3920;46738
24508;M;01/01/1900;5;3680;43089
71137;M;01/01/1900;5;3530;38450
290839;M;01/01/1900;5;3583;111866
131260;F;14/07/1967;1;2100;14590
292007;;01/01/1900;5;3770;44830
301648;M;13/07/1971;1;2450;21426
268257;M;08/01/1968;1;2300;18377
503671;F;04/07/1927;5;3560;39381
768488;F;20/12/1957;5;3540;38654
467461;;01/01/1900;5;3960;47660
493667;M;01/01/1900;2;3454;37102
131240;;01/01/1900;5;3500;37702
163600;M;07/02/1950;5;3720;43993
650025;M;12/12/1912;1;2310;18529
653526;M;12/02/1929;1;2460;21628
962147;F;01/01/1900;1;2920;28722
866789;M;03/12/1970;5;3512;38062
652358;M;22/04/1923;1;2990;30610
89348;M;01/01/1900;5;3600;40967
167201;M;01/01/1900;5;3920;46754
139859;;01/01/1900;5;3650;42532
766484;M;01/01/1900;5;3600;40789
918652;F;26/01/1928;1;2600;24358
658570;M;14/05/1931;6;1982;12689
757625;F;01/01/1900;5;3600;41196
722095;M;27/07/1942;1;2530;23170
590581;M;18/02/1923;1;2280;17877
20314;F;01/01/1900;1;2990;30725
135952;M;01/01/1900;5;3670;42811
119484;M;01/01/1900;5;3520;38079
654047;M;17/07/1948;1;2580;24084
658043;M;23/04/1951;7;9140;69635
658395;M;06/06/1935;1;2800;25758
779906;M;14/03/1934;1;2400;20459
307378;M;12/12/1970;1;2491;22444
609115;M;13/08/1959;1;2240;16780
514923;M;28/07/1941;5;3700;43667
105570;M;23/03/1955;5;3900;46125
131727;M;13/04/1954;5;3560;39380
196035;M;16/08/1944;5;3740;44629
77635;F;01/01/1900;5;3500;37608
95634;;01/01/1900;5;3680;43111
674436;M;15/04/1938;1;2070;14404
505079;M;29/12/1930;1;2970;30002
43002;F;01/01/1900;5;3630;41947
252133;;01/01/1900;5;3920;46469
653360;;02/02/1972;1;2440;21379
217062;;01/01/1900;5;3910;46323
387241;;01/01/1900;5;3583;40238
649235;M;05/02/1926;1;2390;20101
108455;M;01/01/1900;5;3930;47151
86995;M;01/01/1900;5;3583;40254
76865;F;01/01/1900;5;3583;40201
646994;M;02/10/1951;1;2180;15512
875472;F;01/01/1900;5;3650;42400
92826;F;01/01/1900;5;3640;42284
813975;M;30/05/1965;7;9240;71691
408540;M;01/01/1900;5;3920;46582
956024;F;01/01/1900;1;2610;24724
649716;M;01/01/1900;1;2970;30187
505586;M;22/06/1942;1;2280;17863
106869;F;26/06/1972;1;2340;19252
67030;M;27/04/1948;5;3800;45117
666058;M;21/06/1922;1;2630;25122
797994;F;01/01/1900;1;2230;16458
124187;M;01/01/1900;1;2660;25643
95125;M;12/02/1936;5;3670;42975
945253;M;01/01/1900;1;2070;14304
618810;M;16/05/1954;1;2140;14936
513323;M;01/01/1900;1;2530;23091
277998;;19/12/1937;1;2243;16911
80340;;01/01/1900;5;3520;38118
253687;;01/01/1900;5;3600;41053
686971;M;02/11/1951;7;9170;70233
282163;M;13/10/1962;1;2310;18479
786776;M;17/03/1928;1;2850;27339
671127;M;23/07/1934;1;2020;13421
733039;M;01/01/1900;1;2300;18204
290109;M;04/11/1949;7;9120;69047
916926;M;11/03/1956;1;2170;15359
72328;F;25/06/1935;2;1702;8146
93358;M;01/01/1900;5;3650;42436
123740;M;01/01/1900;5;3600;40893
90198;;01/01/1900;5;3620;41336
98313;M;01/01/1900;5;3720;44019
304152;;19/11/1952;1;2380;19866
286997;M;01/01/1900;5;3665;42791
86460;M;14/01/1944;5;3582;40032
284905;M;01/01/1900;5;3700;43724
115674;M;01/01/1900;5;3590;40426
487392;M;06/06/1926;5;3800;45069
108352;F;01/08/1924;5;3930;47109
104207;;01/01/1900;5;3840;45543
682368;F;01/01/1900;2;1980;12446
458135;M;07/04/1939;1;2180;15601
765373;F;17/11/1938;1;2610;24603
410217;M;06/06/1950;1;2400;20319
650225;M;04/11/1936;1;2400;20596
120305;;01/01/1900;5;3550;39298
115711;F;18/05/1969;5;3740;44301
37838;M;14/03/1932;5;3511;37902
653546;M;01/01/1900;1;2470;21950
801200;F;01/01/1900;5;3910;46309
65601;M;01/01/1900;5;3890;45939
85306;M;01/01/1900;5;3570;39683
672046;M;01/01/1900;1;2650;25503
653005;M;14/12/1947;1;2328;18930
996611;M;01/01/1900;5;3900;46228
625846;M;01/01/1900;1;2290;18103
265758;M;19/08/1937;5;3800;45360
248778;M;01/01/1900;5;3670;43017
869784;;01/01/1900;5;3700;43625
660112;M;01/01/1900;1;2330;19004
688731;M;01/08/1957;1;2930;29075
736906;M;01/01/1900;5;3520;38218
660928;M;13/10/1920;1;2480;22015
105383;M;06/04/1949;5;3891;45998
831384;M;05/07/1944;1;2230;16534
90009;M;01/01/1900;5;3620;41455
651977;M;04/03/1929;1;2170;15386
914229;M;01/01/1900;6;34120;136893
109348;F;22/06/1928;5;3941;47279
679328;M;15/06/1931;2;1745;8850
466728;M;09/11/1946;5;3721;44036
136172;M;19/04/1964;5;3740;44461
615999;M;19/09/1940;1;2140;14831
38731;M;01/01/1900;5;3500;37547
117560;M;01/01/1900;5;3740;44474
761254;M;07/10/1915;1;2950;29429
666421;M;01/01/1900;1;2242;16842
922330;M;01/01/1900;1;2382;20018
81333;M;01/01/1900;5;3530;38574
81576;M;01/01/1900;5;3530;38597
95777;;01/01/1900;5;3680;43346
968619;M;01/01/1900;1;2590;24250
875114;M;20/01/1951;1;2320;18690
118522;;01/01/1900;5;3500;37698
668539;M;15/12/1946;1;2330;19001
22083;M;01/01/1900;5;3700;43863
679638;M;01/01/1900;1;2243;16915
671025;M;29/12/1938;1;2812;26464
811886;M;01/01/1900;5;3950;47540
623253;M;01/01/1900;1;2970;30222
106951;;01/01/1900;5;3910;46337
505488;M;01/01/1900;1;2200;15853
74535;M;16/12/1983;1;2950;29406
917029;M;08/01/1926;2;1130;3493
11930;M;25/11/1932;5;3500;37722
978729;M;01/01/1900;1;2100;14655
119089;M;12/01/1941;5;3511;37994
217025;M;08/04/1929;5;3920;46779
90782;M;16/11/1934;5;3620;41442
800576;F;12/06/1952;1;2430;20879
75070;M;01/01/1900;5;3720;43993
502082;;21/10/1962;5;3630;41703
851341;M;27/12/1945;5;3950;47490
121891;;01/01/1900;5;3590;40282
104407;M;01/01/1900;2;3454;37108
66016;M;18/02/1962;5;3840;45611
204587;;01/01/1900;5;3930;46912
769644;M;01/01/1900;5;3600;41179
670663;M;29/04/1935;1;2960;29822
66062;;01/01/1900;5;3500;37838
765834;;28/03/1964;7;9120;69186
779150;M;01/01/1900;6;04347;132924
670403;F;27/02/1964;1;2640;25311
682869;M;10/02/1933;1;2400;20461
49090;M;01/01/1900;1;2400;20312
501664;F;01/01/1900;5;3840;45694
947385;M;01/01/1900;1;2360;19600
688688;M;22/09/1958;1;2100;14523
870631;M;22/07/1959;1;2610;24707
259489;M;01/01/1900;1;2360;19626
284707;M;01/01/1900;1;2960;29945
460459;M;05/02/1949;1;2590;24233
76089;M;01/01/1900;2;3200;34483
100139;M;09/06/1963;5;3740;44349
43291;M;01/01/1900;5;3530;38403
91191;;01/01/1900;5;3630;41978
468405;M;04/03/1944;1;2490;22203
79899;M;01/01/1900;5;3520;38200
126070;;01/01/1900;5;3740;44512
650093;M;15/06/1945;1;2340;19118
105970;M;25/05/1920;5;3900;46125
652043;M;28/08/1953;1;2950;29475
80308;M;01/01/1900;5;3520;38117
83829;M;21/07/1942;5;3550;39228
972941;M;01/01/1900;5;3870;45833
768765;F;01/01/1900;5;3530;38350
665396;M;08/09/1964;1;2260;17078
123674;M;15/07/1934;5;3650;42342
682997;F;20/08/1944;1;2340;19163
93017;M;01/01/1900;5;3650;42455
729366;M;19/09/1956;1;2020;13543
298338;M;25/03/1945;1;2330;19034
676356;F;17/02/1983;1;2910;28567
148606;;01/01/1900;5;3910;46290
493334;M;10/06/1943;1;2310;18602
218052;;01/01/1900;5;3650;42510
295968;F;01/01/1900;5;3900;142915
187487;M;03/05/1934;5;3720;44001
874246;F;01/01/1900;5;3890;45890
195095;F;13/09/1965;5;3580;39723
680607;M;01/03/1942;1;2340;19221
91895;;01/01/1900;5;3630;41827
660939;M;01/01/1900;1;2323;18873
816903;F;26/01/1981;5;3940;47241
993957;M;02/02/1939;1;2950;29349
130773;;01/01/1900;5;3583;40224
809515;M;01/01/1900;5;3560;39511
807995;M;01/01/1900;5;3550;39318
138905;;01/01/1900;5;3550;39152
98470;M;01/01/1900;5;3723;44064
652924;M;01/01/1900;1;2322;18817
168580;M;01/01/1900;5;3560;39541
961949;F;01/01/1900;1;2490;22313
591502;M;19/01/1964;1;2660;25715
286499;M;19/06/1939;1;2830;26890
769131;M;01/01/1900;5;3665;42695
78470;;01/01/1900;5;3500;37752
770362;M;01/12/1950;1;2390;20253
92765;;01/01/1900;5;3640;42140
933851;M;01/01/1900;1;2000;12743
686014;M;14/05/1968;7;9100;68611
107896;;01/01/1900;5;3920;46836
658552;M;06/10/1923;1;2800;25862
278344;M;19/08/1928;1;2900;28112
80408;;01/01/1900;5;3520;38180
78722;M;01/01/1900;5;3510;37864
682645;M;01/01/1900;7;9100;68636
94179;M;01/01/1900;5;3660;42654
498890;M;03/07/1947;1;2300;18373
109293;F;11/06/1959;5;3941;47264
34360;M;01/01/1900;1;2170;15457
761393;F;01/01/1900;5;3530;38403
131125;M;01/01/1900;5;3700;43771
101693;;01/01/1900;5;3770;44803
210927;M;03/08/1958;5;3530;38364
738520;M;06/02/1940;1;2170;15448
172038;;01/01/1900;5;3941;47256
725911;M;12/01/1914;1;2490;22360
669306;M;29/09/1934;7;9120;69209
659691;M;01/01/1900;1;2650;25492
885942;M;27/01/1956;1;2450;21506
127063;;01/01/1900;5;3840;45552
595177;M;12/08/1926;1;2100;14729
103966;;01/01/1900;5;3840;45580
121215;;01/01/1900;5;3570;39607
274943;F;01/01/1900;5;3660;42590
755835;M;22/07/1950;1;2390;20238
773854;M;15/10/1929;7;9120;69191
514330;M;01/01/1900;1;2560;23734
78911;M;01/01/1900;5;3511;38008
90481;F;01/01/1900;5;3620;41442
709160;M;22/08/1956;1;2320;18704
986583;M;01/01/1900;5;3930;47009
982275;M;01/01/1900;1;2140;14981
41845;M;01/01/1900;5;3700;43788
57657;M;01/01/1900;1;2200;15907
865819;F;01/01/1900;5;3800;45237
496557;M;26/01/1930;1;2440;21096
121043;M;05/01/1936;5;3570;39590
122454;M;01/01/1900;5;3600;40747
99483;;01/01/1900;5;3740;44534
799928;;01/01/1900;5;3520;38164
36552;M;01/01/1900;5;3665;42693
62360;M;14/03/1938;5;3660;42645
725845;F;20/08/1923;1;2920;28822
189702;M;01/01/1900;5;3620;41300
660607;F;03/10/1945;1;2300;18221
684010;M;04/10/1936;1;2440;20956
245508;;01/01/1900;5;3620;41542
719842;M;01/01/1900;1;2550;23576
135567;;01/01/1900;5;3980;48230
82955;;01/01/1900;5;3550;39172
832068;M;06/11/1937;1;2500;22535
884279;M;05/12/1931;1;2500;22535
815809;F;01/01/1900;5;3600;40606
80863;M;01/01/1900;5;3530;38628
672383;M;14/06/1943;1;2861;27623
976258;M;01/01/1900;5;3620;41553
113810;;01/01/1900;5;3582;40067
978548;M;01/01/1900;1;2540;23268
667763;M;16/03/1915;1;2920;28837
753098;M;01/01/1900;5;3650;42542
190317;M;01/01/1900;5;3941;47327
923623;M;11/07/1940;5;3700;43628
158976;;01/01/1900;5;3830;45500
79958;M;01/01/1900;5;3520;38248
644766;;15/02/1937;1;2200;102093
476789;M;20/08/1942;1;2960;29951
91165;;01/01/1900;5;3630;41710
599273;M;04/06/1961;5;3570;39675
721428;M;01/01/1900;1;2930;29016
28271;M;20/12/1925;5;3630;41834
127157;;01/01/1900;5;3850;45714
150984;;01/01/1900;5;3680;43107
250938;;19/10/1952;1;2500;22664
730207;;22/10/1946;1;2800;25952
141979;M;16/12/1957;5;3550;38932
86236;;01/01/1900;5;3582;39960
850845;M;01/01/1900;5;3550;39196
984244;M;01/01/1900;1;2610;24780
120980;M;01/01/1900;5;3570;39570
55101;M;01/01/1900;1;2300;18256
684319;M;14/06/1940;1;2920;28752
281658;;28/08/1961;1;2930;29016
648235;M;01/02/1937;1;2870;27680
680741;M;06/02/1931;1;2830;26893
839338;;01/01/1900;1;2610;24857
32244;M;30/09/1938;5;3520;38285
646755;M;04/05/1946;1;2640;25283
682281;M;14/05/1961;1;2930;28987
865501;M;01/01/1900;5;3680;43334
273071;;01/01/1900;5;3600;41180
127220;F;07/04/1944;5;3870;45789
774120;M;26/05/1934;5;3590;40282
664053;M;04/09/1959;1;2328;18917
965578;F;01/01/1900;5;3870;45860
686509;M;17/05/1963;1;2960;29977
155444;M;01/01/1900;5;3530;38455
775096;M;12/02/1964;1;2400;20428
112616;F;26/12/1929;5;3990;135290
123310;;01/01/1900;5;3631;42071
651106;M;04/01/1955;7;9100;68528
128577;;01/01/1900;5;3941;47329
189736;M;03/01/1939;5;3640;42077
765965;F;01/01/1900;5;3540;38679
970908;M;01/01/1900;5;3990;48515
92384;;01/01/1900;5;3640;42258
919315;M;04/02/1972;7;9150;111174
182620;F;22/07/1950;5;3960;47769
672460;M;14/01/1956;1;2360;19674
112810;;01/01/1900;5;3990;48477
18089;F;01/01/1900;5;3530;38459
36406;M;01/01/1962;5;3660;42661
743108;M;17/11/1945;1;2990;30805
66121;;01/01/1900;5;3690;43402
906534;M;19/06/1919;7;9120;68935
97924;M;01/01/1900;5;3700;43708
672274;M;24/05/1929;1;2830;26997
798554;M;01/01/1900;5;3511;37907
655981;M;01/01/1900;1;2000;12858
810771;M;16/09/1942;1;2330;18998
180811;F;29/09/1980;5;3511;37914
692030;M;09/01/1950;5;3500;37683
143719;;01/01/1900;5;3680;43193
88880;M;13/12/1920;5;3600;40939
723311;F;01/01/1900;1;2250;16934
182806;;01/01/1900;5;3540;38666
684448;M;11/04/1920;1;2180;15534
113134;M;18/01/1931;5;3990;48303
663907;M;09/03/1930;1;2520;22947
599124;M;30/09/1948;1;2160;15114
874291;M;01/08/1942;7;9120;68923
682942;M;04/05/1938;1;2290;18048
76460;F;02/08/1943;5;3500;37826
107403;;01/01/1900;5;3920;46607
285977;F;14/09/1934;1;2300;18415
128668;M;01/01/1900;5;3945;47399
4157;M;01/01/1900;1;2300;18244
996186;F;01/01/1900;2;1980;12490
668238;M;14/04/1932;1;2640;25200
898236;M;24/05/1963;1;2547;23364
